username	registration	address	ssn	residence	company	name	job	mail	current_location	user_id	blood_group	station_ID
karen67	17 Dec 2024	"147 Amanda Pass
North Douglasland, GA 14052"	339-85-8411		Wilkerson PLC	Richard Tucker		williestevens@yahoo.com		1805	AB-	708
hcavalcanti	07/09/2025, 00:00:00		13587496048		Vasconcelos Casa Grande e Filhos	Sra. Maria Alice Gonçalves	Tosador	almeidaaylla@uol.com.br		1004	AB+	252
minoru37	2021/07/31	北海道西多摩郡檜原村大京町8丁目10番3号 コート鳥越250	460-47-8339		中村ガス有限会社	藤井 くみ子		naokoogawa@hotmail.com	(Decimal('-40.801265'), Decimal('-101.581053'))	1876	O-	20
qbrown	2021/03/18	"108 Caleb Rapids
Port Jennifer, MT 26221"	897-15-2130		Cohen-Bowman	Austin Sanders	Psychiatric nurse	johnbarnes@gmail.com	(Decimal('-82.1935625'), Decimal('-89.401540'))	1562	AB-	261
jason23	2020/08/30	"78270 David Canyon Suite 428
Pricefurt, NM 78761"	075-49-5469		Lee LLC	Austin Chapman	Holiday representative	megan60@yahoo.com	(Decimal('22.2153575'), Decimal('87.345622'))	1751	O-	81
xmori	2022-01-27	島根県夷隅郡御宿町幸手38丁目4番19号 西小来川パーク610	257-90-8197		株式会社松田建設	伊藤 裕美子		ykato@hotmail.com	(Decimal('-66.4892895'), Decimal('-177.819183'))	443	O+	686
augustocasa-grande	04/18/2022, 00:00:00	"Campo de Lopes, 91
Céu Azul
37238178 da Luz do Campo / RN"	13706245906		Gonçalves Novais S/A	Maria Julia Lopes		hellena38@ig.com.br	(Decimal('-1.271936'), Decimal('-88.208947'))	353	O-	716
elindau	05 May 2021	"Mirella-Ditschlerin-Ring 22-55
68776 Erfurt"	858-15-0673		Losekann Schweitzer AG & Co. KG	Timm Lorch		lweimer@aol.de	(Decimal('-51.560862'), Decimal('83.031942'))	1851	AB-	737
jrezende	2024/06/10	"Favela Silva, 7
Eymard
93276316 Garcia de Alves / SC"	30675142970		Teixeira Sousa - EI	Benicio Dias	Ministro	carolina20@hotmail.com	(Decimal('25.101616'), Decimal('-93.696929'))	446	AB+	198
yamamotomanabu	07/13/2025, 00:00:00	岐阜県鎌ケ谷市丸の内21丁目9番13号	426-62-9103		合同会社福田食品	山口 淳	歯科医師	rei77@yahoo.com	(Decimal('-4.722747'), Decimal('99.463348'))	1021	A+	107
mendoncaleo	24 Apr 2019	"Sítio Pires, 87
Xangri-Lá
52208-572 Borges do Norte / AM"	49175283646		Moura	Davi Miguel Machado	Administrador de redes	joanadas-neves@bol.com.br	(Decimal('78.9559655'), Decimal('-47.814877'))	1178	A-	661
kenichiyamaguchi	15 Aug 2023	青森県江戸川区無栗屋7丁目2番19号 脚折町コーポ745	574-72-9742		斉藤鉱業有限会社	阿部 花子		yukiikeda@hotmail.com	(Decimal('24.496729'), Decimal('89.776979'))	54	AB-	165
santino28	2024/02/11	"Stretto Trezzini, 689 Appartamento 3
12041, Isola Di Bene Vagienna (CN)"	VGLNTT49A21A089N		Leonetti, Callegaro e Barozzi SPA	Ida Parisi		asmundovanessa@virgilio.it	(Decimal('-33.0242365'), Decimal('129.821899'))	1669	B-	198
dborges	2018/09/25	"Lago de Garcia, 1
Mirante
93724-486 Albuquerque / RR"	60178459267		Andrade Ltda.	Maria Cecília Rocha		nmoraes@yahoo.com.br	(Decimal('16.399815'), Decimal('-41.062877'))	897	AB-	142
jun33	07/19/2021, 00:00:00	山形県横浜市栄区竜泉31丁目3番11号	884-57-5668		株式会社高橋情報	木村 桃子		minoru88@yahoo.com	(Decimal('-3.7321655'), Decimal('-170.189096'))	1871	AB-	669
nmoreira	2022/10/07	"Trecho de Lima
Salgado Filho
43684-383 da Rocha / PB"	49571802611		Lima	Ana Lívia da Mota		vsa@yahoo.com.br	(Decimal('18.6577465'), Decimal('137.977829'))	208	AB-	503
andreataylor	03/04/2020, 00:00:00	"2850 Claire Way
Thomasborough, KY 08552"	433-90-3494		Buchanan-Hughes	Amber Dyer		benjamin92@yahoo.com		254	B+	738
lara39	04/15/2024, 00:00:00	"Alameda Emanuel Moreira, 702
Ernesto Nascimento
32915030 da Conceição / SC"	15368470975		Araújo	Luiz Miguel Brito		vitor-gabrielrios@ig.com.br	(Decimal('75.7113315'), Decimal('42.328967'))	575	O+	348
robertsjoshua	06/15/2023, 00:00:00		401-36-7768		Osborne Ltd	Matthew Smith		ericgallegos@yahoo.com	(Decimal('-1.0520565'), Decimal('150.006197'))	67	AB-	27
ana-sophiarodrigues	2021/04/07	"Rodovia Caldeira, 489
Fernão Dias
67200-719 Novais Verde / TO"	01847623590		Castro Azevedo Ltda.	Matteo Lopes	Guardador de veículos	pedromacedo@ig.com.br	(Decimal('86.561837'), Decimal('-112.038383'))	1419	B-	444
schuelertraudl	2022-04-13	"Wojciech-Schulz-Ring 26
32519 Lippstadt"	534-63-9745		Hande Liebelt AG & Co. KG	Raimund Caspar		kochewald@yahoo.de	(Decimal('27.545330'), Decimal('-69.049935'))	1680	A+	250
siglindebudig	2024/06/26	"Elena-Gude-Weg 6985
68027 Bützow"	721-35-9413		Sontag Hövel AG & Co. KG	Belinda Beckmann		misichercharlotte@googlemail.com	(Decimal('62.1138625'), Decimal('35.287210'))	193	AB-	735
kazuya26	08/17/2021, 00:00:00	岡山県我孫子市四区町20丁目11番7号 アーバン上野公園816	418-48-4072		長谷川農林合同会社	佐藤 篤司		csuzuki@gmail.com	(Decimal('-30.967449'), Decimal('98.869785'))	315	AB+	273
lippomanostefano	04 Nov 2023	"Rotonda Rossana, 65 Piano 8
28852, Craveggia (VB)"	RNZMCA70E67F845V		Fabbri e figli	Valerio Missoni		annamariasismondi@live.com	(Decimal('-17.093280'), Decimal('-82.314377'))	771	B-	698
eadler	14 Dec 2020		780-31-1646		Briemer Ortmann AG	Insa Speer	Polizist	radischkarsten@gmx.de	(Decimal('72.632224'), Decimal('157.268436'))	1065	B+	725
ascalfaro	2022/04/23	"Contrada Muratori, 0 Piano 1
12052, Neive (CN)"	SBRNGC64R27L364A		Venturi SPA	Guarino Lollobrigida-Guicciardini	Geologist, wellsite	ruggero62@live.com	(Decimal('-51.0381675'), Decimal('-175.003344'))	431	AB-	593
tomoyamori	2021-09-23		471-63-9884		山下鉱業株式会社	岡本 晃		shotaikeda@hotmail.com	(Decimal('-31.4042235'), Decimal('-37.871373'))	416	A+	322
hviana	2022-08-31	"Lagoa Garcia
São João Batista
12628-666 da Cunha / PA"	50149678339		Brito	Luiz Fernando Rocha	Lutador de karatê	juancardoso@yahoo.com.br	(Decimal('-69.2720625'), Decimal('-147.907205'))	702	AB+	398
elenazampa	04 Oct 2022	"Strada Olga, 147 Appartamento 95
06065, Castel Rigone (PG)"	RZZLRZ74T68D730C		Cherubini-Faranda SPA	Bernardo Napolitano		smantegazza@libero.it	(Decimal('-45.2987215'), Decimal('-169.799152'))	767	A+	531
yumikoito	12/09/2019, 00:00:00	群馬県小笠原村三ノ輪1丁目16番9号 入谷パレス362	155-25-6031		木村鉱業合同会社	山田 京助		dyoshida@yahoo.com	(Decimal('-45.9765195'), Decimal('-58.837609'))	1853	B-	671
alicia66	2018/10/30	"Chácara Oliver da Paz, 90
Confisco
99414259 Rodrigues / SE"	28345091741		Dias Caldeira - ME	Raul Marques		mlima@gmail.com	(Decimal('-6.669344'), Decimal('35.623273'))	648	B-	484
fernandaaparecida	2021/05/22	"Vale de Fernandes
Tiradentes
63247-706 da Paz de Mendonça / MA"	73465102835		Castro S/A	Erick Borges		mirellagoncalves@bol.com.br	(Decimal('55.246519'), Decimal('27.321664'))	1737	O+	283
claraviana	2025-07-18	"Residencial Lucca Machado
Mineirão
15238-814 Cirino do Campo / BA"	86324507947		Nogueira S.A.	Rael Santos	Cientista de alimentos	duarteotto@bol.com.br	(Decimal('-16.240211'), Decimal('-173.260354'))	275	A+	205
lorenzo38	29 Nov 2021	"Sítio de Silveira
Vila Nova Paraíso
85832-601 Correia / PA"	97432105634		Cardoso	Sara Leão		luiz-henrique05@gmail.com		1468	O-	300
kondojun	2020/08/08	静岡県鴨川市北青山30丁目1番17号 鳥越シャルム032	801-95-5095		中村通信有限会社	山口 知実		ryohei77@hotmail.com	(Decimal('-34.932941'), Decimal('115.526243'))	203	A+	258
langemustafa	09/10/2019, 00:00:00	"Gierschnerallee 86/83
57039 Ansbach"	608-64-0303		Gertz Schwital Stiftung & Co. KG	Mareile Aumann		cherrmann@aol.de	(Decimal('-13.6634735'), Decimal('-29.225792'))	205	B-	389
schusterguelay	02/08/2023, 00:00:00	"Pechelplatz 7
20578 Grevesmühlen"	259-35-3960		Linke	Arnulf Seifert		hilleryvonne@aol.de	(Decimal('43.849387'), Decimal('120.570629'))	1419	AB-	491
harukashimizu	2019-03-28	山口県新宿区山中新田34丁目27番3号 シャルム戸塚町790	563-60-2690		合同会社吉田建設	松本 加奈	コピーライター	akemi47@hotmail.com	(Decimal('70.776316'), Decimal('-5.727578'))	1426	B-	243
stumpfreinhold	2024/06/16	"Kadering 9322
82677 Griesbach Rottal"	967-68-1574		Hahn GmbH	Renate Butte-Lorch	Informatiker	jeannine88@web.de	(Decimal('-66.099545'), Decimal('13.055173'))	1905	O+	821
dhudson	07/29/2019, 00:00:00	"65479 Norman Greens Apt. 798
Allisonstad, MD 66257"	621-14-0710		Crawford LLC	Ashlee Cooper		erindavila@gmail.com	(Decimal('-49.807041'), Decimal('159.104708'))	1107	AB-	807
yoichiyamaguchi	2019-05-25	山梨県あきる野市湯宮8丁目15番14号	280-66-5013		中村銀行合同会社	佐々木 学		atsushiogawa@gmail.com	(Decimal('13.0367615'), Decimal('55.271075'))	1427	A+	666
agatha36	2024-07-03	"Travessa Isaque Cavalcanti, 14
Tirol
90297208 Farias das Pedras / SC"	54196723837		Aragão	Rebeca Mendes		davi-luccapastor@bol.com.br	(Decimal('-62.713009'), Decimal('167.826338'))	1155	O-	276
hsouza	28 Jul 2024	"Chácara Nogueira
Betânia
69192-651 Barbosa das Flores / RN"	51869470320		Pacheco	Heloísa Marques		vicentesales@bol.com.br	(Decimal('-63.6831085'), Decimal('-97.914411'))	427	B+	425
enniolucchesi	2022-01-06	"Piazza Paganini, 6 Piano 1
38023, Mechel (TN)"	CRCGST91A44L406F		Pellico e figli	Lara Fabrizi		biancavasari@hotmail.it	(Decimal('0.306876'), Decimal('-147.355013'))	1017	O-	403
bernward89	18 Oct 2022	"Concetta-Nerger-Allee 38/19
04004 Sternberg"	074-10-9702		Rosemann	Janina Reuter-Rust		zahnilona@web.de	(Decimal('-56.584769'), Decimal('-0.615722'))	786	A-	406
yui64	10/12/2022, 00:00:00	山形県横浜市金沢区油井28丁目16番13号 丹勢シャルム261	677-67-3155		清水情報合同会社	岡田 太郎	バスガイド	ryosuke32@yahoo.com	(Decimal('-80.8147035'), Decimal('100.375831'))	1467	B+	298
gudeludwig	2018/11/13	"Winklerring 62
00213 Pößneck"	963-28-6502		Schönland	Dipl.-Ing. Sigfried Radisch B.Eng.	Koreanistiker	patricia64@hotmail.de	(Decimal('69.3855095'), Decimal('145.589074'))	121	A-	293
camargodom	07/28/2019, 00:00:00	"Praça de Aragão
Milionario
27123-991 Cunha / MA"	39270618404		Pereira S.A.	Olivia Nogueira		luanpires@ig.com.br	(Decimal('-44.9341555'), Decimal('11.998368'))	1697	B-	203
xniemeier	2019-06-11	"Loosplatz 2-2
68063 Lüneburg"	418-58-7326		Köhler OHG mbH	Dipl.-Ing. Jacek Sölzer B.Eng.		isidor61@aol.de	(Decimal('9.906633'), Decimal('-36.950104'))	1906	AB+	375
qota	10/29/2018, 00:00:00	大分県横浜市南区日光3丁目17番1号 パレス雷門631	463-73-7916		木村農林株式会社	中川 幹		yoko25@yahoo.com	(Decimal('8.543554'), Decimal('-141.491215'))	752	AB+	372
luiz-miguelfogaca	02/02/2023, 00:00:00	"Trevo de Câmara, 66
São Gonçalo
80399-372 Nogueira da Mata / MG"	51263074952		Correia Andrade e Filhos	Brayan Viana	Protético dentário	acirino@ig.com.br	(Decimal('-68.5534615'), Decimal('88.616002'))	1173	O-	155
pedro-lucasnascimento	2023/08/24		52863901451		Lopes	Daniela Araújo	Mecânico de vôo	bruna19@hotmail.com	(Decimal('-53.9838765'), Decimal('26.185801'))	521	AB-	20
gfreitas	2024/04/29	"Estação Ramos, 1
Vila Jardim São José
50666-450 da Luz / SC"	40138759693		Nunes	Stephany Abreu	Psiquiatra	joao-vitor79@yahoo.com.br	(Decimal('-77.811311'), Decimal('88.626532'))	1584	A+	27
thiagocavalcante	04/24/2021, 00:00:00	"Praça de Cardoso, 88
Túnel De Ibirité
00186-389 Mendonça / PB"	95724803674		Farias Cirino e Filhos	Nathan Rodrigues	Artista/Técnico em espetáculos de diversões	gcavalcante@uol.com.br	(Decimal('-15.402584'), Decimal('-122.641100'))	1488	AB+	232
drubklaus-dieter	2020-09-04	"Zorbachstraße 7-4
37375 Bremervörde"	176-78-0301		Stumpf Schuster e.V.	Alfred Möchlichen		bjaekel@googlemail.com	(Decimal('-19.217674'), Decimal('150.998572'))	520	AB+	390
oliveirasara	2020/04/19	"Trevo de Macedo, 87
Acaiaca
81372524 Montenegro / SE"	53476902838		das Neves Ribeiro S/A	Marcos Vinicius Aragão	Mãe social	aparecidarael@hotmail.com	(Decimal('-36.8689595'), Decimal('66.521972'))	282	AB-	420
georgehicks	2021-05-12	"915 Dale Causeway Apt. 117
Jacobsonshire, MD 94882"	237-81-4405		Humphrey and Sons	Erica Larson		pcobb@yahoo.com	(Decimal('87.683913'), Decimal('43.900971'))	240	AB+	691
ludovicocianciolo	2022/07/10	"Rotonda Ferrara, 9 Appartamento 7
31054, Possagno (TV)"	VSCLBC63A54C453Y		Persico, Gabbana e Turrini SPA	Flavia Druso		zoppettimartina@fastwebnet.it	(Decimal('-11.251329'), Decimal('-147.190063'))	966	A+	520
shartung	2021/10/14	"Hildegunde-Scheuermann-Allee 5639
44372 Schwerin"	313-05-4675		Seidel	Abbas Adler		van-der-dussenantoinette@googlemail.com	(Decimal('23.1149145'), Decimal('-65.163474'))	446	A-	727
nicoledeleon	2020-01-17		855-20-3696		Miller, Long and Bryan	Mark Kerr		megannewton@yahoo.com	(Decimal('-6.7656795'), Decimal('114.080254'))	978	A-	467
amaliarogge	2024/12/13	"Hillergasse 2121
35881 Nürtingen"	186-62-5657		Rudolph KG	Volker Gierschner B.Sc.	Ausbaufacharbeiter	danny25@gmx.de		1586	AB-	630
sousaarthur	02/06/2024, 00:00:00	"Loteamento Hadassa Dias, 3
Novo São Lucas
16728-635 Lopes da Serra / TO"	63708425910		Sales	Maria Martins	Roteirista	limasara@hotmail.com	(Decimal('-59.2222635'), Decimal('-165.883320'))	93	O-	247
fdyer	2024/08/18	"3332 Peters Crest
Lake Elizabethville, NY 28569"	169-31-9698		Yang, Strickland and Fuller	John Rodriguez MD	Bonds trader	thompsonphillip@hotmail.com	(Decimal('20.867438'), Decimal('57.005573'))	1754	B+	107
sbriemer	08/05/2019, 00:00:00	"Birthe-Binner-Platz 17/57
97961 Eilenburg"	631-64-9433		Mies Klingelhöfer AG	Brunhild Adler		agatha88@aol.de	(Decimal('-56.286609'), Decimal('157.164812'))	426	AB+	369
douglaspaul	05 Feb 2024		507-58-3522		Winters Ltd	John Brooks		shirley57@yahoo.com	(Decimal('-36.6182125'), Decimal('52.837314'))	168	O+	157
kadekarl-hermann	2020-07-27	"Emil-Hauffer-Straße 560
15845 Bremen"	431-82-3639		Jäkel GmbH & Co. KG	Claus-Peter Klingelhöfer	Beamter	johanna38@aol.de	(Decimal('-75.8247845'), Decimal('-115.889309'))	593	O-	401
clara02	2022-12-31	"Kreszentia-Römer-Ring 3
48101 Vohenstrauß"	348-51-1026		Hoffmann	Theda Haase		grein-grothrabea@hotmail.de	(Decimal('9.266061'), Decimal('136.222383'))	179	AB+	365
sperivaleria	02/26/2019, 00:00:00	"Stretto Gemma, 90
86046, San Martino In Pensilis (CB)"	VRNPLN31S08G804W		Endrizzi SPA	Graziella Olivetti	Psychologist, clinical	baggiomarta@vodafone.it	(Decimal('-46.228915'), Decimal('-131.813508'))	1693	A+	720
blochingmar	2023/07/10	"Barbara-Klotz-Gasse 90/67
43195 Badibling"	683-14-6842		Drewes Dörschner GmbH & Co. KG	Marcel Ullmann		junitzdora@web.de	(Decimal('-77.4866785'), Decimal('-51.970361'))	1897	B-	184
ymarshall	25 Jan 2022	"250 Hannah Route
New Charles, MD 38157"	069-69-1484		Cobb Inc	Vicki Fields		mendezadam@yahoo.com	(Decimal('10.6432245'), Decimal('151.857886'))	48	A+	208
cwatanabe	25 Sep 2022	福島県墨田区池之端41丁目18番8号 パーク卯の里006	317-97-9389		村上鉱業有限会社	田中 洋介		haruka20@gmail.com	(Decimal('42.8309175'), Decimal('68.462650'))	1303	B-	557
ryanpimenta	2021-08-30	"Favela de Albuquerque
Andiroba
63613184 Dias / MS"	38942617573		Araújo	Sr. Matheus Pinto	Ventríloquo	da-pazana-julia@ig.com.br	(Decimal('31.2376515'), Decimal('-40.321094'))	2058	A+	589
hans-gerhard81	2024/01/08	"Mälzerring 1/7
75814 Belzig"	666-14-1572		Seifert Stiftung & Co. KG	Prof. Gunter Reising	Mechaniker	annamaria08@gmx.de	(Decimal('49.0514035'), Decimal('-2.389376'))	547	AB-	342
jsato	12/27/2024, 00:00:00	沖縄県江戸川区下宇和田23丁目20番13号 シティ南郷屋816	814-16-7365		有限会社田中印刷	遠藤 直子		hideki53@gmail.com	(Decimal('-45.1014465'), Decimal('-176.649528'))	513	AB-	113
alteraarnaldo	2020/05/21	"Vicolo Varano, 9 Piano 2
27037, Pieve Del Cairo (PV)"	CLLRML86H44A546X		Filangieri, Sordi e Argentero Group	Ludovica Iannuzzi-Ferragni		francescopiane@tin.it	(Decimal('-41.1105415'), Decimal('138.642796'))	269	O-	472
rosario48	25 Mar 2025	"Vicolo Scotto, 7 Piano 3
86021, Bojano (CB)"	NCCPLT81A20H575Z		Broschi-Tedesco s.r.l.	Laureano Gussoni	Community development worker	giacobbecelentano@libero.it	(Decimal('74.346208'), Decimal('54.927735'))	520	B-	36
utomasini	04 Jun 2021		SCTFLP11R54H015T		Bosio, Barracco e Sansoni SPA	Benito Leonardi-Scialpi	Animator	priscillamorellato@alice.it	(Decimal('55.250816'), Decimal('137.841121'))	94	O-	15
rpires	2019/11/04	"Estação de Marques, 8
Tres Marias
85879032 Melo / GO"	67429308538		Lima Melo - EI	Ana Cecília Pires		abreusabrina@gmail.com	(Decimal('-60.4632145'), Decimal('23.569604'))	1790	AB+	566
xmodiano	07 Aug 2019	"Stretto Gilberto, 9
71017, Torremaggiore (FG)"	MRCJLD41C31E539L		Vattimo, Crisafulli e Babbo e figli	Carolina Savorgnan	Purchasing manager	vismaralucio@tin.it		153	B+	664
cristina25	2021/05/04	"Incrocio Chinnici, 4 Piano 8
10039, Alice Superiore (TO)"	BNDFDG73L50F986N		Jilani, Olivetti e Maggioli Group	Damiano Tamburi-Scarpa		niscoromnitorquato@tim.it	(Decimal('-49.705368'), Decimal('-65.011218'))	1912	O+	284
yuta72	2018-10-08	静岡県横浜市戸塚区二つ室2丁目6番14号 小入シティ966	064-05-8716		渡辺保険有限会社	伊藤 あすか		lwatanabe@hotmail.com	(Decimal('84.8938525'), Decimal('177.163459'))	1553	O+	545
raffaellabettoni	10/10/2022, 00:00:00	"Strada Lombardo, 77
44047, Sant'Agostino (FE)"	BCLBPP91P55H803X		Bodoni e figli	Dott. Clelia Sbarbaro		zbajamonti@libero.it	(Decimal('21.704567'), Decimal('-161.812522'))	457	B+	564
kazuya89	2021/04/27	鹿児島県港区白金台27丁目24番5号	171-54-7436		伊藤通信株式会社	山本 翼		tsubasa60@yahoo.com	(Decimal('38.715804'), Decimal('-30.242069'))	818	AB-	51
oschwital	11 Feb 2020	"Stolzestr. 17
32308 Erkelenz"	798-85-3089		Johann KG	Fabian Kramer-Reichmann		groettnerimelda@web.de		1178	B+	107
britomaria-alice	2024/08/25	"Lago Rocha, 34
Vila Esplanada
58922-730 Aparecida / AL"	60573218986		Montenegro Cavalcante - ME	Mariane Aparecida		alvesdavi-luiz@gmail.com	(Decimal('29.1058875'), Decimal('-20.501932'))	81	AB-	790
sophieda-costa	30 Apr 2019	"Área Ravi Lucca Macedo, 35
São Sebastião
38293173 Pimenta do Amparo / MG"	32659840792		Leão	Lorenzo Camargo		maria-luiza47@gmail.com	(Decimal('-80.5219415'), Decimal('-158.851867'))	1225	B-	290
jonesandrea	2022-09-19	"PSC 0864, Box 7145
APO AP 46185"	294-76-6146		Thompson LLC	Katherine Moore	Interior and spatial designer	dunndanielle@hotmail.com	(Decimal('-73.548497'), Decimal('38.027372'))	1508	A+	475
loredanagremese	2023/11/10	"Piazza Gemma, 1
43047, Grotta (PR)"	SCRCRL09D55H302T		Persico-Cainero SPA	Alberico Marangoni		arnulfo02@hotmail.it	(Decimal('-70.616593'), Decimal('-140.665156'))	1614	A-	242
sjuncken	2022/02/25		444-56-9130		Bonbach	Herr Hans-Ludwig Karz		ikohl@googlemail.com	(Decimal('35.893919'), Decimal('133.232612'))	1490	B+	222
barbosanicole	01/23/2023, 00:00:00	"Viela de Castro, 4
Vila Independencia 3ª Seção
91829978 Farias / GO"	61520398786		Campos	Maria Flor Nogueira	Ecólogo	luansantos@yahoo.com.br	(Decimal('18.3083225'), Decimal('161.215601'))	112	AB-	344
donato26	10/18/2018, 00:00:00	"Strada Bernini, 89 Piano 5
50053, Fontanella (FI)"	CLNRDF67A65E884R		Vitturi e figli	Renzo Ammaniti		iolanda40@tele2.it	(Decimal('-51.2638645'), Decimal('-145.052010'))	1848	O-	209
gwendolyncortez	12/14/2020, 00:00:00	"365 Blake Ports
East Juanstad, SC 94088"	299-39-6433		Woods, Bradford and Edwards	Christopher Harrison		uvalentine@hotmail.com	(Decimal('81.9507385'), Decimal('162.371258'))	31	B-	633
naotoyamada	07/05/2019, 00:00:00	愛知県横浜市港北区三筋36丁目2番9号	474-26-9666		池田印刷有限会社	佐藤 さゆり	グラフィックデザイナー	hiroshikato@hotmail.com	(Decimal('14.865465'), Decimal('-64.774360'))	1935	B+	800
trevinoelizabeth	30 Sep 2023	"272 James Street Suite 718
Davidfort, CO 76268"	600-05-1322		Brown-Avery	Sarah Acevedo		paulajohnson@hotmail.com	(Decimal('54.999810'), Decimal('-105.826287'))	1087	B+	427
macedocatarina	11 Oct 2020	"Via de Câmara, 72
Santa Amelia
77029-002 Pastor / PR"	92367581002		Garcia Cavalcante e Filhos	Levi da Rosa		kgoncalves@bol.com.br	(Decimal('-28.1052845'), Decimal('-156.658427'))	1978	O+	796
ocoleman	21 Oct 2019	"3481 Coleman Square
Collinsport, MD 44396"	047-56-1545		Park-Johnson	Dr. Brandon Phillips DDS		rwilson@hotmail.com	(Decimal('-31.685817'), Decimal('-32.421067'))	764	B-	10
xsmith	23 Jun 2021	"77710 Christina Ville
New Greg, NJ 24028"	106-23-8530		Jimenez and Sons	Laura Burgess		hickssamantha@gmail.com		1728	A-	557
brenda92	2025-02-10		32719056499		Gomes	Helena Nogueira		migueloliveira@hotmail.com		1118	AB+	214
chiyotanaka	03/20/2020, 00:00:00	香川県西東京市箭坪39丁目22番8号	503-28-6416		有限会社吉田印刷	山本 さゆり		harukamiura@hotmail.com	(Decimal('69.263236'), Decimal('155.430143'))	301	A-	52
stellapires	2022/08/15	"Vale de Moreira, 8
Cônego Pinheiro 1ª Seção
73109090 Ferreira / PA"	10528946749		Nogueira - EI	Dr. Leandro Teixeira		abreularissa@bol.com.br	(Decimal('4.568782'), Decimal('-114.342925'))	1756	AB-	770
dmarques	28 Oct 2021	"Rua Cirino, 13
Vila Nossa Senhora Do Rosário
28781303 Fernandes / AC"	71359024670		Andrade - EI	Ryan Martins		luiz-miguelcavalcante@yahoo.com.br	(Decimal('-67.2944195'), Decimal('79.385339'))	1139	B+	262
